"YEAR","QUARTER","Country","Price-to-income","Time","Price-to-rent","Paper","Indicator","Start","End","Bubble","Bubble_Paper"
1975,"Q1","Spain",123.496399617215,1975-01-01,40.0113886704191,"Bago et al. (2021)","Price to Rent",2018-10-01,2020-04-01,"No",NA
1975,"Q1","Spain",123.496399617215,1975-01-01,40.0113886704191,"Engsted et al. (2014)","Price to Rent",2002-04-01,2006-04-01,"No",NA
1975,"Q1","Spain",123.496399617215,1975-01-01,40.0113886704191,"Gomez-Gonzalez et al. (2018)","Price to Rent",1986-07-01,1988-01-01,"No",NA
1975,"Q1","Spain",123.496399617215,1975-01-01,40.0113886704191,"Gomez-Gonzalez et al. (2018)","Price to Rent",1991-10-01,1993-10-01,"No",NA
1975,"Q1","Spain",123.496399617215,1975-01-01,40.0113886704191,"Gomez-Gonzalez et al. (2018)","Price to Rent",2000-10-01,2009-07-01,"No",NA
1975,"Q1","Spain",123.496399617215,1975-01-01,40.0113886704191,"Pavlidis et al. (2016)","Price to Income",2002-01-01,2005-04-01,"No",NA
1975,"Q1","United Kingdom",62.3700593374059,1975-01-01,69.9315210926815,"Bago et al. (2021)","Price to Rent",1988-04-01,1989-07-01,"No",NA
1975,"Q1","United Kingdom",62.3700593374059,1975-01-01,69.9315210926815,"Bago et al. (2021)","Price to Rent",1999-07-01,2008-04-01,"No",NA
1975,"Q1","United Kingdom",62.3700593374059,1975-01-01,69.9315210926815,"Bago et al. (2021)","Price to Rent",2016-07-01,NA,"No",NA
1975,"Q1","United Kingdom",62.3700593374059,1975-01-01,69.9315210926815,"Engsted et al. (2014)","Price to Rent",2001-04-01,2004-10-01,"No",NA
1975,"Q1","United Kingdom",62.3700593374059,1975-01-01,69.9315210926815,"Gomez-Gonzalez et al. (2018)","Price to Rent",1988-01-01,1989-04-01,"No",NA
1975,"Q1","United Kingdom",62.3700593374059,1975-01-01,69.9315210926815,"Gomez-Gonzalez et al. (2018)","Price to Rent",1999-04-01,2000-07-01,"No",NA
1975,"Q1","United Kingdom",62.3700593374059,1975-01-01,69.9315210926815,"Pavlidis et al. (2016)","Price to Income",2002-04-01,2008-04-01,"No",NA
1975,"Q1","United States",93.2034264533892,1975-01-01,102.432888619884,"Engsted et al. (2014)","Price to Rent",1999-07-01,1999-10-01,"No",NA
1975,"Q1","United States",93.2034264533892,1975-01-01,102.432888619884,"Engsted et al. (2014)","Price to Rent",2000-04-01,2006-07-01,"No",NA
1975,"Q1","United States",93.2034264533892,1975-01-01,102.432888619884,"Gomez-Gonzalez et al. (2018)","Price to Rent",1981-01-01,1982-10-01,"No",NA
1975,"Q1","United States",93.2034264533892,1975-01-01,102.432888619884,"Gomez-Gonzalez et al. (2018)","Price to Rent",1998-04-01,2007-01-01,"No",NA
1975,"Q1","United States",93.2034264533892,1975-01-01,102.432888619884,"Pavlidis et al. (2016)","Price to Income",2003-10-01,2007-01-01,"No",NA
1975,"Q2","France",65.4304119864162,1975-04-01,68.0728676833707,"Bago et al. (2021)","Price to Rent",1980-04-01,1981-01-01,"No",NA
1975,"Q2","France",65.4304119864162,1975-04-01,68.0728676833707,"Bago et al. (2021)","Price to Rent",1990-01-01,1990-10-01,"No",NA
1975,"Q2","France",65.4304119864162,1975-04-01,68.0728676833707,"Bago et al. (2021)","Price to Rent",1994-07-01,1997-07-01,"No",NA
1975,"Q2","France",65.4304119864162,1975-04-01,68.0728676833707,"Bago et al. (2021)","Price to Rent",2001-04-01,2009-01-01,"No",NA
1975,"Q2","France",65.4304119864162,1975-04-01,68.0728676833707,"Bago et al. (2021)","Price to Rent",2010-07-01,2012-04-01,"No",NA
1975,"Q2","France",65.4304119864162,1975-04-01,68.0728676833707,"Bago et al. (2021)","Price to Rent",2019-10-01,2020-04-01,"No",NA
1975,"Q2","France",65.4304119864162,1975-04-01,68.0728676833707,"Engsted et al. (2014)","Price to Rent",2003-01-01,2006-07-01,"No",NA
1975,"Q2","France",65.4304119864162,1975-04-01,68.0728676833707,"Gomez-Gonzalez et al. (2018)","Price to Rent",1986-07-01,1988-07-01,"No",NA
1975,"Q2","France",65.4304119864162,1975-04-01,68.0728676833707,"Gomez-Gonzalez et al. (2018)","Price to Rent",1998-10-01,2001-10-01,"No",NA
1975,"Q2","France",65.4304119864162,1975-04-01,68.0728676833707,"Gomez-Gonzalez et al. (2018)","Price to Rent",2003-01-01,2006-04-01,"No",NA
1975,"Q2","France",65.4304119864162,1975-04-01,68.0728676833707,"Gomez-Gonzalez et al. (2018)","Price to Rent",2008-01-01,2009-07-01,"No",NA
1975,"Q2","France",65.4304119864162,1975-04-01,68.0728676833707,"Pavlidis et al. (2016)","Price to Income",2003-01-01,2006-07-01,"No",NA
1975,"Q2","Germany",161.428806511206,1975-04-01,139.022462913215,"Bago et al. (2021)","Price to Rent",1980-07-01,1981-07-01,"No",NA
1975,"Q2","Germany",161.428806511206,1975-04-01,139.022462913215,"Bago et al. (2021)","Price to Rent",1985-01-01,1986-01-01,"No",NA
1975,"Q2","Germany",161.428806511206,1975-04-01,139.022462913215,"Bago et al. (2021)","Price to Rent",1986-10-01,1987-04-01,"No",NA
1975,"Q2","Germany",161.428806511206,1975-04-01,139.022462913215,"Bago et al. (2021)","Price to Rent",1996-10-01,2000-04-01,"No",NA
1975,"Q2","Germany",161.428806511206,1975-04-01,139.022462913215,"Bago et al. (2021)","Price to Rent",2001-10-01,2003-01-01,"No",NA
1975,"Q2","Germany",161.428806511206,1975-04-01,139.022462913215,"Bago et al. (2021)","Price to Rent",2004-04-01,2004-10-01,"No",NA
1975,"Q2","Germany",161.428806511206,1975-04-01,139.022462913215,"Bago et al. (2021)","Price to Rent",2015-10-01,2020-04-01,"No",NA
1975,"Q2","Germany",161.428806511206,1975-04-01,139.022462913215,"Gomez-Gonzalez et al. (2018)","Price to Rent",1989-07-01,1990-10-01,"No",NA
1975,"Q2","Germany",161.428806511206,1975-04-01,139.022462913215,"Gomez-Gonzalez et al. (2018)","Price to Rent",2006-07-01,NA,"No",NA
1975,"Q2","Germany",161.428806511206,1975-04-01,139.022462913215,"Gomez-Gonzalez et al. (2018)","Price to Rent",2009-07-01,2015-04-01,"No",NA
1975,"Q2","Germany",161.428806511206,1975-04-01,139.022462913215,"Pavlidis et al. (2016)","Price to Income",1989-10-01,1991-07-01,"No",NA
1975,"Q2","Germany",161.428806511206,1975-04-01,139.022462913215,"Pavlidis et al. (2016)","Price to Income",2001-01-01,2012-10-01,"No",NA
1975,"Q2","Spain",133.856722133133,1975-04-01,38.608062663783,"Bago et al. (2021)","Price to Rent",1977-10-01,1978-10-01,"No",NA
1975,"Q2","Spain",133.856722133133,1975-04-01,38.608062663783,"Bago et al. (2021)","Price to Rent",1986-10-01,1992-01-01,"No",NA
1975,"Q2","Spain",133.856722133133,1975-04-01,38.608062663783,"Bago et al. (2021)","Price to Rent",2002-01-01,2008-07-01,"No",NA
1975,"Q2","Spain",133.856722133133,1975-04-01,38.608062663783,"Bago et al. (2021)","Price to Rent",2011-10-01,NA,"No",NA
1975,"Q2","Spain",133.856722133133,1975-04-01,38.608062663783,"Bago et al. (2021)","Price to Rent",2018-10-01,2020-04-01,"No",NA
1975,"Q2","Spain",133.856722133133,1975-04-01,38.608062663783,"Engsted et al. (2014)","Price to Rent",2002-04-01,2006-04-01,"No",NA
1975,"Q2","Spain",133.856722133133,1975-04-01,38.608062663783,"Gomez-Gonzalez et al. (2018)","Price to Rent",1986-07-01,1988-01-01,"No",NA
1975,"Q2","Spain",133.856722133133,1975-04-01,38.608062663783,"Gomez-Gonzalez et al. (2018)","Price to Rent",1991-10-01,1993-10-01,"No",NA
1975,"Q2","Spain",133.856722133133,1975-04-01,38.608062663783,"Gomez-Gonzalez et al. (2018)","Price to Rent",2000-10-01,2009-07-01,"No",NA
1975,"Q2","Spain",133.856722133133,1975-04-01,38.608062663783,"Pavlidis et al. (2016)","Price to Income",2002-01-01,2005-04-01,"No",NA
1975,"Q2","United Kingdom",62.3759944119963,1975-04-01,64.9100264201437,"Bago et al. (2021)","Price to Rent",1988-04-01,1989-07-01,"No",NA
1975,"Q2","United Kingdom",62.3759944119963,1975-04-01,64.9100264201437,"Bago et al. (2021)","Price to Rent",1999-07-01,2008-04-01,"No",NA
1975,"Q2","United Kingdom",62.3759944119963,1975-04-01,64.9100264201437,"Bago et al. (2021)","Price to Rent",2016-07-01,NA,"No",NA
1975,"Q2","United Kingdom",62.3759944119963,1975-04-01,64.9100264201437,"Engsted et al. (2014)","Price to Rent",2001-04-01,2004-10-01,"No",NA
1975,"Q2","United Kingdom",62.3759944119963,1975-04-01,64.9100264201437,"Gomez-Gonzalez et al. (2018)","Price to Rent",1988-01-01,1989-04-01,"No",NA
1975,"Q2","United Kingdom",62.3759944119963,1975-04-01,64.9100264201437,"Gomez-Gonzalez et al. (2018)","Price to Rent",1999-04-01,2000-07-01,"No",NA
1975,"Q2","United Kingdom",62.3759944119963,1975-04-01,64.9100264201437,"Pavlidis et al. (2016)","Price to Income",2002-04-01,2008-04-01,"No",NA
1975,"Q2","United States",91.6460303799217,1975-04-01,102.080593469372,"Engsted et al. (2014)","Price to Rent",1999-07-01,1999-10-01,"No",NA
1975,"Q2","United States",91.6460303799217,1975-04-01,102.080593469372,"Engsted et al. (2014)","Price to Rent",2000-04-01,2006-07-01,"No",NA
1975,"Q2","United States",91.6460303799217,1975-04-01,102.080593469372,"Gomez-Gonzalez et al. (2018)","Price to Rent",1981-01-01,1982-10-01,"No",NA
1975,"Q2","United States",91.6460303799217,1975-04-01,102.080593469372,"Gomez-Gonzalez et al. (2018)","Price to Rent",1998-04-01,2007-01-01,"No",NA
1975,"Q2","United States",91.6460303799217,1975-04-01,102.080593469372,"Pavlidis et al. (2016)","Price to Income",2003-10-01,2007-01-01,"No",NA
1975,"Q3","France",65.3015144032693,1975-07-01,68.0775367163532,"Bago et al. (2021)","Price to Rent",1980-04-01,1981-01-01,"No",NA
1975,"Q3","France",65.3015144032693,1975-07-01,68.0775367163532,"Bago et al. (2021)","Price to Rent",1990-01-01,1990-10-01,"No",NA
1975,"Q3","France",65.3015144032693,1975-07-01,68.0775367163532,"Bago et al. (2021)","Price to Rent",1994-07-01,1997-07-01,"No",NA
1975,"Q3","France",65.3015144032693,1975-07-01,68.0775367163532,"Bago et al. (2021)","Price to Rent",2001-04-01,2009-01-01,"No",NA
1975,"Q3","France",65.3015144032693,1975-07-01,68.0775367163532,"Bago et al. (2021)","Price to Rent",2010-07-01,2012-04-01,"No",NA
1975,"Q3","France",65.3015144032693,1975-07-01,68.0775367163532,"Bago et al. (2021)","Price to Rent",2019-10-01,2020-04-01,"No",NA
1975,"Q3","France",65.3015144032693,1975-07-01,68.0775367163532,"Engsted et al. (2014)","Price to Rent",2003-01-01,2006-07-01,"No",NA
1975,"Q3","France",65.3015144032693,1975-07-01,68.0775367163532,"Gomez-Gonzalez et al. (2018)","Price to Rent",1986-07-01,1988-07-01,"No",NA
1975,"Q3","France",65.3015144032693,1975-07-01,68.0775367163532,"Gomez-Gonzalez et al. (2018)","Price to Rent",1998-10-01,2001-10-01,"No",NA
1975,"Q3","France",65.3015144032693,1975-07-01,68.0775367163532,"Gomez-Gonzalez et al. (2018)","Price to Rent",2003-01-01,2006-04-01,"No",NA
1975,"Q3","France",65.3015144032693,1975-07-01,68.0775367163532,"Gomez-Gonzalez et al. (2018)","Price to Rent",2008-01-01,2009-07-01,"No",NA
1975,"Q3","France",65.3015144032693,1975-07-01,68.0775367163532,"Pavlidis et al. (2016)","Price to Income",2003-01-01,2006-07-01,"No",NA
1975,"Q3","Germany",160.422286721617,1975-07-01,137.711886935668,"Bago et al. (2021)","Price to Rent",1980-07-01,1981-07-01,"No",NA
1975,"Q3","Germany",160.422286721617,1975-07-01,137.711886935668,"Bago et al. (2021)","Price to Rent",1985-01-01,1986-01-01,"No",NA
1975,"Q3","Germany",160.422286721617,1975-07-01,137.711886935668,"Bago et al. (2021)","Price to Rent",1986-10-01,1987-04-01,"No",NA
1975,"Q3","Germany",160.422286721617,1975-07-01,137.711886935668,"Bago et al. (2021)","Price to Rent",1996-10-01,2000-04-01,"No",NA
1975,"Q3","Germany",160.422286721617,1975-07-01,137.711886935668,"Bago et al. (2021)","Price to Rent",2001-10-01,2003-01-01,"No",NA
1975,"Q3","Germany",160.422286721617,1975-07-01,137.711886935668,"Bago et al. (2021)","Price to Rent",2004-04-01,2004-10-01,"No",NA
1975,"Q3","Germany",160.422286721617,1975-07-01,137.711886935668,"Bago et al. (2021)","Price to Rent",2015-10-01,2020-04-01,"No",NA
1975,"Q3","Germany",160.422286721617,1975-07-01,137.711886935668,"Gomez-Gonzalez et al. (2018)","Price to Rent",1989-07-01,1990-10-01,"No",NA
1975,"Q3","Germany",160.422286721617,1975-07-01,137.711886935668,"Gomez-Gonzalez et al. (2018)","Price to Rent",2006-07-01,NA,"No",NA
1975,"Q3","Germany",160.422286721617,1975-07-01,137.711886935668,"Gomez-Gonzalez et al. (2018)","Price to Rent",2009-07-01,2015-04-01,"No",NA
1975,"Q3","Germany",160.422286721617,1975-07-01,137.711886935668,"Pavlidis et al. (2016)","Price to Income",1989-10-01,1991-07-01,"No",NA
1975,"Q3","Germany",160.422286721617,1975-07-01,137.711886935668,"Pavlidis et al. (2016)","Price to Income",2001-01-01,2012-10-01,"No",NA
1975,"Q3","Spain",131.916645611073,1975-07-01,37.1694652458095,"Bago et al. (2021)","Price to Rent",1977-10-01,1978-10-01,"No",NA
1975,"Q3","Spain",131.916645611073,1975-07-01,37.1694652458095,"Bago et al. (2021)","Price to Rent",1986-10-01,1992-01-01,"No",NA
1975,"Q3","Spain",131.916645611073,1975-07-01,37.1694652458095,"Bago et al. (2021)","Price to Rent",2002-01-01,2008-07-01,"No",NA
1975,"Q3","Spain",131.916645611073,1975-07-01,37.1694652458095,"Bago et al. (2021)","Price to Rent",2011-10-01,NA,"No",NA
1975,"Q3","Spain",131.916645611073,1975-07-01,37.1694652458095,"Bago et al. (2021)","Price to Rent",2018-10-01,2020-04-01,"No",NA
1975,"Q3","Spain",131.916645611073,1975-07-01,37.1694652458095,"Engsted et al. (2014)","Price to Rent",2002-04-01,2006-04-01,"No",NA
1975,"Q3","Spain",131.916645611073,1975-07-01,37.1694652458095,"Gomez-Gonzalez et al. (2018)","Price to Rent",1986-07-01,1988-01-01,"No",NA
1975,"Q3","Spain",131.916645611073,1975-07-01,37.1694652458095,"Gomez-Gonzalez et al. (2018)","Price to Rent",1991-10-01,1993-10-01,"No",NA
1975,"Q3","Spain",131.916645611073,1975-07-01,37.1694652458095,"Gomez-Gonzalez et al. (2018)","Price to Rent",2000-10-01,2009-07-01,"No",NA
1975,"Q3","Spain",131.916645611073,1975-07-01,37.1694652458095,"Pavlidis et al. (2016)","Price to Income",2002-01-01,2005-04-01,"No",NA
1975,"Q3","United Kingdom",60.5067086317797,1975-07-01,63.3751766929132,"Bago et al. (2021)","Price to Rent",1988-04-01,1989-07-01,"No",NA
1975,"Q3","United Kingdom",60.5067086317797,1975-07-01,63.3751766929132,"Bago et al. (2021)","Price to Rent",1999-07-01,2008-04-01,"No",NA
1975,"Q3","United Kingdom",60.5067086317797,1975-07-01,63.3751766929132,"Bago et al. (2021)","Price to Rent",2016-07-01,NA,"No",NA
1975,"Q3","United Kingdom",60.5067086317797,1975-07-01,63.3751766929132,"Engsted et al. (2014)","Price to Rent",2001-04-01,2004-10-01,"No",NA
1975,"Q3","United Kingdom",60.5067086317797,1975-07-01,63.3751766929132,"Gomez-Gonzalez et al. (2018)","Price to Rent",1988-01-01,1989-04-01,"No",NA
1975,"Q3","United Kingdom",60.5067086317797,1975-07-01,63.3751766929132,"Gomez-Gonzalez et al. (2018)","Price to Rent",1999-04-01,2000-07-01,"No",NA
1975,"Q3","United Kingdom",60.5067086317797,1975-07-01,63.3751766929132,"Pavlidis et al. (2016)","Price to Income",2002-04-01,2008-04-01,"No",NA
1975,"Q3","United States",90.5281400642703,1975-07-01,100.489316625828,"Engsted et al. (2014)","Price to Rent",1999-07-01,1999-10-01,"No",NA
1975,"Q3","United States",90.5281400642703,1975-07-01,100.489316625828,"Engsted et al. (2014)","Price to Rent",2000-04-01,2006-07-01,"No",NA
1975,"Q3","United States",90.5281400642703,1975-07-01,100.489316625828,"Gomez-Gonzalez et al. (2018)","Price to Rent",1981-01-01,1982-10-01,"No",NA
1975,"Q3","United States",90.5281400642703,1975-07-01,100.489316625828,"Gomez-Gonzalez et al. (2018)","Price to Rent",1998-04-01,2007-01-01,"No",NA
1975,"Q3","United States",90.5281400642703,1975-07-01,100.489316625828,"Pavlidis et al. (2016)","Price to Income",2003-10-01,2007-01-01,"No",NA
1975,"Q4","France",65.5316109933348,1975-10-01,68.2334263454841,"Bago et al. (2021)","Price to Rent",1980-04-01,1981-01-01,"No",NA
1975,"Q4","France",65.5316109933348,1975-10-01,68.2334263454841,"Bago et al. (2021)","Price to Rent",1990-01-01,1990-10-01,"No",NA
1975,"Q4","France",65.5316109933348,1975-10-01,68.2334263454841,"Bago et al. (2021)","Price to Rent",1994-07-01,1997-07-01,"No",NA
1975,"Q4","France",65.5316109933348,1975-10-01,68.2334263454841,"Bago et al. (2021)","Price to Rent",2001-04-01,2009-01-01,"No",NA
1975,"Q4","France",65.5316109933348,1975-10-01,68.2334263454841,"Bago et al. (2021)","Price to Rent",2010-07-01,2012-04-01,"No",NA
1975,"Q4","France",65.5316109933348,1975-10-01,68.2334263454841,"Bago et al. (2021)","Price to Rent",2019-10-01,2020-04-01,"No",NA
1975,"Q4","France",65.5316109933348,1975-10-01,68.2334263454841,"Engsted et al. (2014)","Price to Rent",2003-01-01,2006-07-01,"No",NA
1975,"Q4","France",65.5316109933348,1975-10-01,68.2334263454841,"Gomez-Gonzalez et al. (2018)","Price to Rent",1986-07-01,1988-07-01,"No",NA
1975,"Q4","France",65.5316109933348,1975-10-01,68.2334263454841,"Gomez-Gonzalez et al. (2018)","Price to Rent",1998-10-01,2001-10-01,"No",NA
1975,"Q4","France",65.5316109933348,1975-10-01,68.2334263454841,"Gomez-Gonzalez et al. (2018)","Price to Rent",2003-01-01,2006-04-01,"No",NA
1975,"Q4","France",65.5316109933348,1975-10-01,68.2334263454841,"Gomez-Gonzalez et al. (2018)","Price to Rent",2008-01-01,2009-07-01,"No",NA
1975,"Q4","France",65.5316109933348,1975-10-01,68.2334263454841,"Pavlidis et al. (2016)","Price to Income",2003-01-01,2006-07-01,"No",NA
1975,"Q4","Germany",160.35238745474,1975-10-01,136.73394355979,"Bago et al. (2021)","Price to Rent",1980-07-01,1981-07-01,"No",NA
1975,"Q4","Germany",160.35238745474,1975-10-01,136.73394355979,"Bago et al. (2021)","Price to Rent",1985-01-01,1986-01-01,"No",NA
1975,"Q4","Germany",160.35238745474,1975-10-01,136.73394355979,"Bago et al. (2021)","Price to Rent",1986-10-01,1987-04-01,"No",NA
1975,"Q4","Germany",160.35238745474,1975-10-01,136.73394355979,"Bago et al. (2021)","Price to Rent",1996-10-01,2000-04-01,"No",NA
1975,"Q4","Germany",160.35238745474,1975-10-01,136.73394355979,"Bago et al. (2021)","Price to Rent",2001-10-01,2003-01-01,"No",NA
1975,"Q4","Germany",160.35238745474,1975-10-01,136.73394355979,"Bago et al. (2021)","Price to Rent",2004-04-01,2004-10-01,"No",NA
1975,"Q4","Germany",160.35238745474,1975-10-01,136.73394355979,"Bago et al. (2021)","Price to Rent",2015-10-01,2020-04-01,"No",NA
1975,"Q4","Germany",160.35238745474,1975-10-01,136.73394355979,"Gomez-Gonzalez et al. (2018)","Price to Rent",1989-07-01,1990-10-01,"No",NA
1975,"Q4","Germany",160.35238745474,1975-10-01,136.73394355979,"Gomez-Gonzalez et al. (2018)","Price to Rent",2006-07-01,NA,"No",NA
1975,"Q4","Germany",160.35238745474,1975-10-01,136.73394355979,"Gomez-Gonzalez et al. (2018)","Price to Rent",2009-07-01,2015-04-01,"No",NA
1975,"Q4","Germany",160.35238745474,1975-10-01,136.73394355979,"Pavlidis et al. (2016)","Price to Income",1989-10-01,1991-07-01,"No",NA
1975,"Q4","Germany",160.35238745474,1975-10-01,136.73394355979,"Pavlidis et al. (2016)","Price to Income",2001-01-01,2012-10-01,"No",NA
1975,"Q4","Spain",136.04732678752,1975-10-01,36.5268972200225,"Bago et al. (2021)","Price to Rent",1977-10-01,1978-10-01,"No",NA
1975,"Q4","Spain",136.04732678752,1975-10-01,36.5268972200225,"Bago et al. (2021)","Price to Rent",1986-10-01,1992-01-01,"No",NA
1975,"Q4","Spain",136.04732678752,1975-10-01,36.5268972200225,"Bago et al. (2021)","Price to Rent",2002-01-01,2008-07-01,"No",NA
1975,"Q4","Spain",136.04732678752,1975-10-01,36.5268972200225,"Bago et al. (2021)","Price to Rent",2011-10-01,NA,"No",NA
1975,"Q4","Spain",136.04732678752,1975-10-01,36.5268972200225,"Bago et al. (2021)","Price to Rent",2018-10-01,2020-04-01,"No",NA
1975,"Q4","Spain",136.04732678752,1975-10-01,36.5268972200225,"Engsted et al. (2014)","Price to Rent",2002-04-01,2006-04-01,"No",NA
1975,"Q4","Spain",136.04732678752,1975-10-01,36.5268972200225,"Gomez-Gonzalez et al. (2018)","Price to Rent",1986-07-01,1988-01-01,"No",NA
1975,"Q4","Spain",136.04732678752,1975-10-01,36.5268972200225,"Gomez-Gonzalez et al. (2018)","Price to Rent",1991-10-01,1993-10-01,"No",NA
1975,"Q4","Spain",136.04732678752,1975-10-01,36.5268972200225,"Gomez-Gonzalez et al. (2018)","Price to Rent",2000-10-01,2009-07-01,"No",NA
1975,"Q4","Spain",136.04732678752,1975-10-01,36.5268972200225,"Pavlidis et al. (2016)","Price to Income",2002-01-01,2005-04-01,"No",NA
1975,"Q4","United Kingdom",59.6990305697052,1975-10-01,62.1532585199951,"Bago et al. (2021)","Price to Rent",1988-04-01,1989-07-01,"No",NA
1975,"Q4","United Kingdom",59.6990305697052,1975-10-01,62.1532585199951,"Bago et al. (2021)","Price to Rent",1999-07-01,2008-04-01,"No",NA
1975,"Q4","United Kingdom",59.6990305697052,1975-10-01,62.1532585199951,"Bago et al. (2021)","Price to Rent",2016-07-01,NA,"No",NA
1975,"Q4","United Kingdom",59.6990305697052,1975-10-01,62.1532585199951,"Engsted et al. (2014)","Price to Rent",2001-04-01,2004-10-01,"No",NA
1975,"Q4","United Kingdom",59.6990305697052,1975-10-01,62.1532585199951,"Gomez-Gonzalez et al. (2018)","Price to Rent",1988-01-01,1989-04-01,"No",NA
1975,"Q4","United Kingdom",59.6990305697052,1975-10-01,62.1532585199951,"Gomez-Gonzalez et al. (2018)","Price to Rent",1999-04-01,2000-07-01,"No",NA
1975,"Q4","United Kingdom",59.6990305697052,1975-10-01,62.1532585199951,"Pavlidis et al. (2016)","Price to Income",2002-04-01,2008-04-01,"No",NA
1975,"Q4","United States",90.5948704624663,1975-10-01,100.613484530375,"Engsted et al. (2014)","Price to Rent",1999-07-01,1999-10-01,"No",NA
1975,"Q4","United States",90.5948704624663,1975-10-01,100.613484530375,"Engsted et al. (2014)","Price to Rent",2000-04-01,2006-07-01,"No",NA
1975,"Q4","United States",90.5948704624663,1975-10-01,100.613484530375,"Gomez-Gonzalez et al. (2018)","Price to Rent",1981-01-01,1982-10-01,"No",NA
1975,"Q4","United States",90.5948704624663,1975-10-01,100.613484530375,"Gomez-Gonzalez et al. (2018)","Price to Rent",1998-04-01,2007-01-01,"No",NA
